Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
52,1558,111.0 058.0,19-4903NS-HY-067-0606-11100580-0009A-3,9,14.70000,33.69000,,25.02800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9.000000,14.70000,14.70000,33.69000,25.02000,292.4000,0.020000,,,,,,,,,,9,,,,,,,,
52,1559,111.0 058.0,19-4903NS-HY-067-0606-11100580-0010A-7,10,14.70000,33.68700,,25.02600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,14.70000,14.70000,33.68700,25.02000,292.6000,0.030000,,,,,,,,,,10,,,,,,,,
52,1560,111.0 058.0,19-4903NS-HY-067-0606-11100580-0020A-7,20,14.69000,33.60600,,24.96600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,14.69000,14.69000,33.60600,24.96000,298.7000,0.050000,,,,,,,,,,20,,,,,,,,
52,1561,111.0 058.0,19-4903NS-HY-067-0606-11100580-0025A-3,25,14.69000,33.53000,,24.90700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,25.00000,14.69000,14.69000,33.53000,24.90000,304.4000,0.070000,,,,,,,,,,25,,,,,,,,
52,1562,111.0 058.0,19-4903NS-HY-067-0606-11100580-0030A-7,30,14.68000,33.53100,,24.91000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,14.68000,14.68000,33.53100,24.91000,304.2000,0.090000,,,,,,,,,,30,,,,,,,,
52,1563,111.0 058.0,19-4903NS-HY-067-0606-11100580-0047A-3,47,14.59000,33.58000,,24.96800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,47.00000,14.59000,14.58000,33.58000,24.96000,299.2000,0.140000,,,,,,,,,,47,,,,,,,,
52,1564,111.0 058.0,19-4903NS-HY-067-0606-11100580-0050A-7,50,14.58000,33.57800,,24.96900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,14.58000,14.57000,33.57800,24.96000,299.3000,0.150000,,,,,,,,,,50,,,,,,,,
52,1565,111.0 058.0,19-4903NS-HY-067-0606-11100580-0070A-3,70,14.39000,33.55000,,24.98800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,70.00000,14.39000,14.38000,33.55000,24.98000,298.0000,0.210000,,,,,,,,,,70,,,,,,,,
52,1566,111.0 058.0,19-4903NS-HY-067-0606-11100580-0075A-7,75,14.29000,33.54500,,25.00500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,14.29000,14.28000,33.54500,25.00000,296.5000,0.220000,,,,,,,,,,75,,,,,,,,
52,1567,111.0 058.0,19-4903NS-HY-067-0606-11100580-0093A-3,93,13.80000,33.53000,,25.09600,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,93.00000,13.80000,13.79000,33.53000,25.09000,288.3000,0.270000,,,,,,,,,,93,,,,,,,,
52,1568,111.0 058.0,19-4903NS-HY-067-0606-11100580-0100A-7,100,13.58000,33.52500,,25.13700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,13.58000,13.57000,33.52500,25.13000,284.5000,0.290000,,,,,,,,,,100,,,,,,,,
52,1569,111.0 058.0,19-4903NS-HY-067-0606-11100580-0125A-7,125,12.71000,33.50100,,25.29300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,12.71000,12.69000,33.50100,25.29000,270.2000,0.360000,,,,,,,,,,126,,,,,,,,
52,1570,111.0 058.0,19-4903NS-HY-067-0606-11100580-0134A-3,134,12.35000,33.49000,,25.35400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,134.0000,12.35000,12.33000,33.49000,25.35000,264.6000,0.390000,,,,,,,,,,135,,,,,,,,
52,1571,111.0 058.0,19-4903NS-HY-067-0606-11100580-0150A-7,150,11.46000,33.38800,,25.44100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,11.46000,11.44000,33.38800,25.44000,256.4000,0.430000,,,,,,,,,,151,,,,,,,,
52,1572,111.0 058.0,19-4903NS-HY-067-0606-11100580-0200A-7,200,9.140000,33.35400,,25.81100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,9.140000,9.120000,33.35400,25.81000,221.6000,0.550000,,,,,,,,,,201,,,,,,,,
52,1573,111.0 058.0,19-4903NS-HY-067-0606-11100580-0202A-3,202,9.060000,33.35000,,25.82100,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,202.0000,9.060000,9.040000,33.35000,25.82000,220.7000,0.550000,,,,,,,,,,203,,,,,,,,
52,1574,111.0 058.0,19-4903NS-HY-067-0606-11100580-0244A-3,244,8.900000,33.96000,,26.32400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,244.0000,8.900000,8.870000,33.96000,26.32000,173.8000,0.630000,,,,,,,,,,245,,,,,,,,
52,1575,111.0 058.0,19-4903NS-HY-067-0606-11100580-0250A-7,250,8.870000,33.96900,,26.33600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.870000,8.840000,33.96900,26.33000,172.8000,0.650000,,,,,,,,,,251,,,,,,,,
52,1576,111.0 058.0,19-4903NS-HY-067-0606-11100580-0300A-7,300,8.520000,34.03800,,26.44500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,8.520000,8.490000,34.03800,26.44000,163.2000,0.730000,,,,,,,,,,302,,,,,,,,
52,1577,111.0 058.0,19-4903NS-HY-067-0606-11100580-0330A-3,330,8.260000,34.07000,,26.51000,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,330.0000,8.260000,8.230000,34.07000,26.51000,157.5000,0.780000,,,,,,,,,,332,,,,,,,,
52,1578,111.0 058.0,19-4903NS-HY-067-0606-11100580-0400A-7,400,7.530000,34.15600,,26.68500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,7.530000,7.490000,34.15600,26.68000,141.5000,0.880000,,,,,,,,,,402,,,,,,,,
52,1579,111.0 058.0,19-4903NS-HY-067-0606-11100580-0489A-3,489,6.600000,34.25000,,26.88800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,489.0000,6.600000,6.550000,34.25000,26.88000,122.9000,1.000000,,,,,,,,,,492,,,,,,,,
52,1580,111.0 058.0,19-4903NS-HY-067-0606-11100580-0500A-7,500,6.520000,34.25500,,26.90300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,6.520000,6.470000,34.25500,26.90000,121.6000,1.010000,,,,,,,,,,503,,,,,,,,
52,1581,111.0 058.0,19-4903NS-HY-067-0606-11100580-0600A-7,600,5.860000,34.29000,,27.01600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.860000,5.810000,34.29000,27.01000,111.6000,1.130000,,,,,,,,,,604,,,,,,,,
52,1582,111.0 058.0,19-4903NS-HY-067-0606-11100580-0700A-7,700,5.360000,34.30900,,27.09200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,5.360000,5.300000,34.30900,27.09000,104.9000,1.240000,,,,,,,,,,705,,,,,,,,
52,1583,111.0 058.0,19-4903NS-HY-067-0606-11100580-0725A-3,725,5.260000,34.31000,,27.10500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,725.0000,5.260000,5.200000,34.31000,27.10000,103.8000,1.260000,,,,,,,,,,730,,,,,,,,
52,1584,111.0 058.0,19-4903NS-HY-067-0606-11100580-0800A-7,800,4.970000,34.35600,,27.17600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.970000,4.900000,34.35600,27.17000,97.60000,1.340000,,,,,,,,,,806,,,,,,,,
52,1585,111.0 058.0,19-4903NS-HY-067-0606-11100580-0900A-7,900,4.570000,34.41800,,27.27000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.570000,4.500000,34.41800,27.27000,89.00000,1.430000,,,,,,,,,,907,,,,,,,,
52,1586,111.0 058.0,19-4903NS-HY-067-0606-11100580-1000A-7,1000,4.180000,34.48300,,27.36400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,4.180000,4.100000,34.48300,27.36000,80.40000,1.520000,,,,,,,,,,1008,,,,,,,,
52,1587,111.0 058.0,19-4903NS-HY-067-0606-11100580-1011A-3,1011,4.140000,34.49000,,27.37400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1011.000,4.140000,4.060000,34.49000,27.37000,79.50000,1.530000,,,,,,,,,,1019,,,,,,,,
53,1588,111.0 068.0,19-4903NS-HY-067-1236-11100680-0000B-3,0,14.68000,33.60000,,24.96300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,14.68000,14.68000,33.60000,24.96000,298.3000,0.000000,,,,,,,,,,0,,,,,,,,
53,1589,111.0 068.0,19-4903NS-HY-067-1236-11100680-0008A-3,8,14.67000,33.51000,,24.89600,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,8.000000,14.67000,14.67000,33.51000,24.89000,304.9000,0.020000,,,,,,,,,,8,,,,,,,,
53,1590,111.0 068.0,19-4903NS-HY-067-1236-11100680-0010A-7,10,14.67000,33.52100,,24.90400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,14.67000,14.67000,33.52100,24.90000,304.2000,0.030000,,,,,,,,,,10,,,,,,,,
53,1591,111.0 068.0,19-4903NS-HY-067-1236-11100680-0020A-7,20,14.69000,33.61700,,24.97400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,14.69000,14.69000,33.61700,24.97000,297.8000,0.060000,,,,,,,,,,20,,,,,,,,
53,1592,111.0 068.0,19-4903NS-HY-067-1236-11100680-0023A-3,23,14.70000,33.66000,,25.00500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,23.00000,14.70000,14.70000,33.66000,25.00000,295.0000,0.060000,,,,,,,,,,23,,,,,,,,
53,1593,111.0 068.0,19-4903NS-HY-067-1236-11100680-0030A-7,30,14.59000,33.66300,,25.03100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,14.59000,14.59000,33.66300,25.03000,292.7000,0.090000,,,,,,,,,,30,,,,,,,,
53,1594,111.0 068.0,19-4903NS-HY-067-1236-11100680-0044A-3,44,14.34000,33.62000,,25.05200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,44.00000,14.34000,14.33000,33.62000,25.05000,291.2000,0.130000,,,,,,,,,,44,,,,,,,,
53,1595,111.0 068.0,19-4903NS-HY-067-1236-11100680-0050A-7,50,14.32000,33.60700,,25.04600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,14.32000,14.31000,33.60700,25.04000,291.9000,0.140000,,,,,,,,,,50,,,,,,,,
53,1596,111.0 068.0,19-4903NS-HY-067-1236-11100680-0066A-3,66,14.26000,33.58000,,25.03800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,66.00000,14.26000,14.25000,33.58000,25.03000,293.1000,0.190000,,,,,,,,,,66,,,,,,,,
53,1597,111.0 068.0,19-4903NS-HY-067-1236-11100680-0075A-7,75,14.14000,33.58000,,25.06400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,14.14000,14.13000,33.58000,25.06000,290.9000,0.220000,,,,,,,,,,75,,,,,,,,
53,1598,111.0 068.0,19-4903NS-HY-067-1236-11100680-0089A-3,89,13.80000,33.58000,,25.13500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,89.00000,13.80000,13.79000,33.58000,25.13000,284.5000,0.260000,,,,,,,,,,89,,,,,,,,
53,1599,111.0 068.0,19-4903NS-HY-067-1236-11100680-0100A-7,100,13.20000,33.59600,,25.26900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,13.20000,13.19000,33.59600,25.26000,271.9000,0.290000,,,,,,,,,,100,,,,,,,,
53,1600,111.0 068.0,19-4903NS-HY-067-1236-11100680-0125A-7,125,11.69000,33.67900,,25.62500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,11.69000,11.67000,33.67900,25.62000,238.5000,0.350000,,,,,,,,,,126,,,,,,,,
53,1601,111.0 068.0,19-4903NS-HY-067-1236-11100680-0131A-3,131,11.29000,33.71000,,25.72200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,131.0000,11.29000,11.27000,33.71000,25.72000,229.3000,0.370000,,,,,,,,,,132,,,,,,,,
53,1602,111.0 068.0,19-4903NS-HY-067-1236-11100680-0150A-7,150,10.48000,33.81900,,25.95100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,10.48000,10.46000,33.81900,25.95000,207.8000,0.410000,,,,,,,,,,151,,,,,,,,
53,1603,111.0 068.0,19-4903NS-HY-067-1236-11100680-0173A-3,173,9.720000,33.95000,,26.18300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,173.0000,9.720000,9.700000,33.95000,26.18000,186.1000,0.450000,,,,,,,,,,174,,,,,,,,
53,1604,111.0 068.0,19-4903NS-HY-067-1236-11100680-0200A-7,200,9.120000,34.02200,,26.33700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,9.120000,9.100000,34.02200,26.33000,171.8000,0.500000,,,,,,,,,,201,,,,,,,,
53,1605,111.0 068.0,19-4903NS-HY-067-1236-11100680-0250A-7,250,8.490000,34.10400,,26.50000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.490000,8.460000,34.10400,26.50000,157.0000,0.580000,,,,,,,,,,251,,,,,,,,
53,1606,111.0 068.0,19-4903NS-HY-067-1236-11100680-0258A-3,258,8.450000,34.11000,,26.51100,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,258.0000,8.450000,8.420000,34.11000,26.51000,156.1000,0.600000,,,,,,,,,,259,,,,,,,,
53,1607,111.0 068.0,19-4903NS-HY-067-1236-11100680-0300A-7,300,8.380000,34.23000,,26.61700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,8.380000,8.350000,34.23000,26.61000,146.9000,0.660000,,,,,,,,,,302,,,,,,,,
53,1608,111.0 068.0,19-4903NS-HY-067-1236-11100680-0343A-3,343,8.300000,34.34000,,26.71600,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,343.0000,8.300000,8.260000,34.34000,26.71000,138.3000,0.720000,,,,,,,,,,345,,,,,,,,
53,1609,111.0 068.0,19-4903NS-HY-067-1236-11100680-0400A-7,400,7.760000,34.34000,,26.79700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,7.760000,7.720000,34.34000,26.79000,131.3000,0.800000,,,,,,,,,,402,,,,,,,,
53,1610,111.0 068.0,19-4903NS-HY-067-1236-11100680-0500A-7,500,6.630000,34.34000,,26.95600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,6.630000,6.580000,34.34000,26.95000,116.8000,0.920000,,,,,,,,,,503,,,,,,,,
53,1611,111.0 068.0,19-4903NS-HY-067-1236-11100680-0513A-3,513,6.470000,34.34000,,26.97700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,513.0000,6.470000,6.420000,34.34000,26.97000,114.8000,0.940000,,,,,,,,,,516,,,,,,,,
53,1612,111.0 068.0,19-4903NS-HY-067-1236-11100680-0600A-7,600,5.870000,34.35800,,27.06800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.870000,5.820000,34.35800,27.06000,106.7000,1.030000,,,,,,,,,,604,,,,,,,,
53,1613,111.0 068.0,19-4903NS-HY-067-1236-11100680-0700A-7,700,5.330000,34.38300,,27.15500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,5.330000,5.270000,34.38300,27.15000,99.00000,1.140000,,,,,,,,,,705,,,,,,,,
53,1614,111.0 068.0,19-4903NS-HY-067-1236-11100680-0765A-3,765,5.060000,34.40000,,27.20000,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,765.0000,5.060000,5.000000,34.40000,27.20000,95.10000,1.200000,,,,,,,,,,771,,,,,,,,
53,1615,111.0 068.0,19-4903NS-HY-067-1236-11100680-0800A-7,800,4.940000,34.40800,,27.22000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.940000,4.870000,34.40800,27.22000,93.40000,1.230000,,,,,,,,,,806,,,,,,,,
53,1616,111.0 068.0,19-4903NS-HY-067-1236-11100680-0900A-7,900,4.580000,34.43200,,27.28000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.580000,4.510000,34.43200,27.28000,88.10000,1.320000,,,,,,,,,,907,,,,,,,,
53,1617,111.0 068.0,19-4903NS-HY-067-1236-11100680-1000A-7,1000,4.230000,34.45800,,27.33900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,4.230000,4.150000,34.45800,27.33000,82.80000,1.410000,,,,,,,,,,1008,,,,,,,,
53,1618,111.0 068.0,19-4903NS-HY-067-1236-11100680-1100A-7,1100,3.880000,34.48600,,27.39800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.880000,3.800000,34.48600,27.39000,77.40000,1.490000,,,,,,,,,,1109,,,,,,,,
53,1619,111.0 068.0,19-4903NS-HY-067-1236-11100680-1113A-3,1113,3.830000,34.49000,,27.40600,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1113.000,3.830000,3.750000,34.49000,27.40000,76.60000,1.500000,,,,,,,,,,1122,,,,,,,,
54,1620,112.0 078.0,19-4903NS-HY-067-1836-11200780-0000B-3,0,15.50000,33.77000,,24.91500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,15.50000,15.50000,33.77000,24.91000,302.9000,0.000000,,,,,,,,,,0,,,,,,,,
54,1621,112.0 078.0,19-4903NS-HY-067-1836-11200780-0008A-3,8,15.48000,33.77000,,24.91900,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,8.000000,15.48000,15.48000,33.77000,24.91000,302.7000,0.020000,,,,,,,,,,8,,,,,,,,
54,1622,112.0 078.0,19-4903NS-HY-067-1836-11200780-0010A-7,10,15.48000,33.76800,,24.91800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,15.48000,15.48000,33.76800,24.91000,302.9000,0.030000,,,,,,,,,,10,,,,,,,,
54,1623,112.0 078.0,19-4903NS-HY-067-1836-11200780-0020A-7,20,15.48000,33.75500,,24.90800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,15.48000,15.48000,33.75500,24.90000,304.2000,0.060000,,,,,,,,,,20,,,,,,,,
54,1624,112.0 078.0,19-4903NS-HY-067-1836-11200780-0024A-3,24,15.48000,33.75000,,24.90500,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,24.00000,15.48000,15.48000,33.75000,24.90000,304.6000,0.070000,,,,,,,,,,24,,,,,,,,
54,1625,112.0 078.0,19-4903NS-HY-067-1836-11200780-0030A-7,30,15.36000,33.71800,,24.90700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,15.36000,15.36000,33.71800,24.90000,304.6000,0.090000,,,,,,,,,,30,,,,,,,,
54,1626,112.0 078.0,19-4903NS-HY-067-1836-11200780-0044A-3,44,15.01000,33.64000,,24.92400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,44.00000,15.01000,15.00000,33.64000,24.92000,303.4000,0.130000,,,,,,,,,,44,,,,,,,,
54,1627,112.0 078.0,19-4903NS-HY-067-1836-11200780-0050A-7,50,14.91000,33.62200,,24.93200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,14.91000,14.90000,33.62200,24.93000,302.8000,0.150000,,,,,,,,,,50,,,,,,,,
54,1628,112.0 078.0,19-4903NS-HY-067-1836-11200780-0068A-3,68,14.57000,33.60000,,24.98800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,68.00000,14.57000,14.56000,33.60000,24.98000,297.9000,0.200000,,,,,,,,,,68,,,,,,,,
54,1629,112.0 078.0,19-4903NS-HY-067-1836-11200780-0075A-7,75,14.40000,33.60600,,25.02900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,14.40000,14.39000,33.60600,25.02000,294.2000,0.220000,,,,,,,,,,75,,,,,,,,
54,1630,112.0 078.0,19-4903NS-HY-067-1836-11200780-0091A-3,91,13.88000,33.64000,,25.16400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,91.00000,13.88000,13.87000,33.64000,25.16000,281.7000,0.270000,,,,,,,,,,91,,,,,,,,
54,1631,112.0 078.0,19-4903NS-HY-067-1836-11200780-0100A-7,100,13.37000,33.67400,,25.29500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,13.37000,13.36000,33.67400,25.29000,269.5000,0.290000,,,,,,,,,,100,,,,,,,,
54,1632,112.0 078.0,19-4903NS-HY-067-1836-11200780-0125A-7,125,11.92000,33.79500,,25.67200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,11.92000,11.90000,33.79500,25.67000,234.1000,0.360000,,,,,,,,,,126,,,,,,,,
54,1633,112.0 078.0,19-4903NS-HY-067-1836-11200780-0136A-3,136,11.25000,33.86000,,25.84600,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,136.0000,11.25000,11.23000,33.86000,25.84000,217.6000,0.380000,,,,,,,,,,137,,,,,,,,
54,1634,112.0 078.0,19-4903NS-HY-067-1836-11200780-0150A-7,150,10.71000,33.92400,,25.99300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,10.71000,10.69000,33.92400,25.99000,203.9000,0.410000,,,,,,,,,,151,,,,,,,,
54,1635,112.0 078.0,19-4903NS-HY-067-1836-11200780-0180A-3,180,9.840000,34.04000,,26.23300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,180.0000,9.840000,9.820000,34.04000,26.23000,181.5000,0.470000,,,,,,,,,,181,,,,,,,,
54,1636,112.0 078.0,19-4903NS-HY-067-1836-11200780-0200A-7,200,9.400000,34.09800,,26.35100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,9.400000,9.380000,34.09800,26.35000,170.5000,0.500000,,,,,,,,,,201,,,,,,,,
54,1637,112.0 078.0,19-4903NS-HY-067-1836-11200780-0250A-7,250,8.610000,34.19900,,26.55700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.610000,8.580000,34.19900,26.55000,151.8000,0.580000,,,,,,,,,,251,,,,,,,,
54,1638,112.0 078.0,19-4903NS-HY-067-1836-11200780-0270A-3,270,8.410000,34.22000,,26.60400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,270.0000,8.410000,8.380000,34.22000,26.60000,147.6000,0.610000,,,,,,,,,,271,,,,,,,,
